genome	KO	protein_id	score	evalue	above_threshold
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_00583	13.3	0.0065	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_01744	13.0	0.008	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_02651	12.7	0.0099	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03667	11.8	0.019	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_04090	11.0	0.033	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_04127	10.9	0.035	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03712	10.2	0.058	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03338	9.3	0.1	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03137	8.7	0.17	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_01855	8.7	0.17	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03196	8.4	0.2	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_02042	7.7	0.33	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_02273	7.6	0.35	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_01854	7.5	0.39	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_02347	6.9	0.59	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_00339	6.4	0.83	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03352	6.3	0.86	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_02431	5.8	1.2	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_01745	4.6	2.9	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03195	4.2	3.8	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_02029	4.0	4.3	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03353	3.7	5.5	0
EQnative_Rubrobacter_1_SemiBin_66	K05846	BBBDBEJD_03075	3.0	8.5	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04072	492.9	1.9e-148	1
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03286	467.6	9.3e-141	1
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00308	323.4	5.6e-97	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02087	313.2	7.1e-94	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02162	293.9	5.4e-88	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02432	293.7	6e-88	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03410	285.3	2.1e-85	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00222	284.5	3.7e-85	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02041	283.2	9.6e-85	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01252	273.7	7.3e-82	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02119	269.9	1e-80	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03621	249.6	1.5e-74	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01439	242.4	2.4e-72	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03752	241.4	4.6e-72	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04129	227.8	6.5e-68	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03796	227.7	6.9e-68	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02034	227.2	9.7e-68	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02404	221.8	4.1e-66	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02285	219.2	2.5e-65	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01749	216.3	2e-64	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02825	211.7	4.8e-63	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04042	205.6	3.5e-61	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01473	198.1	6.5e-59	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01318	197.1	1.4e-58	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00788	196.7	1.8e-58	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03766	189.7	2.4e-56	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01106	187.4	1.2e-55	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00869	183.7	1.6e-54	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01381	181.0	1e-53	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01204	178.9	4.4e-53	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00922	178.6	5.8e-53	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01188	176.7	2.2e-52	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02137	170.2	1.9e-50	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00789	165.2	6.7e-49	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00175	163.4	2.3e-48	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01490	155.3	6.5e-46	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04128	155.2	7.1e-46	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03643	155.2	7.2e-46	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01472	152.8	3.7e-45	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04229	152.8	3.8e-45	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01839	152.5	4.7e-45	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04053	149.1	5.2e-44	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04121	148.8	6.1e-44	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03115	148.2	9.7e-44	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02570	143.6	2.4e-42	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03757	142.4	5.6e-42	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00174	141.1	1.4e-41	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00042	139.7	3.6e-41	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02362	139.1	5.4e-41	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01840	138.4	8.9e-41	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03646	136.7	2.9e-40	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01558	134.6	1.3e-39	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00352	133.3	3.1e-39	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04230	130.6	2.1e-38	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00136	130.5	2.3e-38	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03054	127.4	2.1e-37	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_04268	123.5	3.1e-36	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00144	122.9	4.5e-36	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03906	121.8	9.9e-36	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01946	118.1	1.3e-34	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01559	91.4	1.7e-26	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03642	87.8	2.2e-25	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01696	87.8	2.2e-25	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03917	67.3	3.7e-19	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03176	56.3	7.8e-16	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00832	54.5	2.8e-15	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_03122	31.2	3.4e-08	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00111	29.8	8.9e-08	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00431	18.1	0.00032	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_01568	17.8	0.0004	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_00938	13.2	0.0098	0
EQnative_Rubrobacter_1_SemiBin_66	K05847	BBBDBEJD_02691	11.8	0.027	0
EQnative_Rubrobacter_1_SemiBin_66	K03451	BBBDBEJD_02123	668.4	1.8e-201	1
EQnative_Rubrobacter_1_SemiBin_66	K03451	BBBDBEJD_00303	643.3	7e-194	0
EQnative_Rubrobacter_1_SemiBin_66	K03451	BBBDBEJD_04175	589.1	1.8e-177	0
EQnative_Rubrobacter_1_SemiBin_66	K03451	BBBDBEJD_04077	245.9	1.5e-73	0
EQnative_Rubrobacter_1_SemiBin_66	K02168	BBBDBEJD_00303	776.0	7.5e-234	1
EQnative_Rubrobacter_1_SemiBin_66	K02168	BBBDBEJD_04175	677.8	3.7e-204	0
EQnative_Rubrobacter_1_SemiBin_66	K02168	BBBDBEJD_02123	473.1	3.1e-142	0
EQnative_Rubrobacter_1_SemiBin_66	K02168	BBBDBEJD_04077	288.6	2.1e-86	0
EQnative_Rubrobacter_1_SemiBin_66	K02168	BBBDBEJD_00345	11.3	0.015	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00308	585.2	5.9e-176	1
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04072	359.4	1.3e-107	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03286	312.0	3e-93	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02432	266.6	1.7e-79	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02041	265.1	4.6e-79	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02119	252.8	2.5e-75	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00222	250.8	1e-74	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03752	250.0	1.8e-74	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01252	249.9	1.9e-74	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03621	237.4	1.2e-70	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02087	237.4	1.2e-70	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03410	237.1	1.4e-70	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01439	234.9	6.6e-70	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02285	228.7	5e-68	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02034	210.2	2e-62	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02162	205.1	7.2e-61	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04129	204.2	1.3e-60	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02404	190.5	1.8e-56	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01106	186.8	2.4e-55	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01473	184.8	1e-54	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04042	182.8	3.9e-54	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02825	176.5	3.2e-52	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03796	175.7	5.7e-52	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00788	174.3	1.5e-51	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01318	168.4	9.3e-50	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01749	167.0	2.3e-49	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04128	165.9	5e-49	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01381	164.8	1.1e-48	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00789	160.8	1.8e-47	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00922	155.0	1e-45	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01490	152.4	6.4e-45	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02137	152.0	8.5e-45	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01472	147.3	2.3e-43	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03766	143.8	2.4e-42	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01188	138.2	1.2e-40	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00869	136.2	5.1e-40	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04053	126.7	3.7e-37	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01204	123.9	2.6e-36	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03643	123.2	4.5e-36	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04121	118.6	1e-34	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00175	118.6	1e-34	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00136	110.3	3.4e-32	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02362	107.1	3.3e-31	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04268	104.9	1.5e-30	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03646	104.4	2.1e-30	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00042	104.0	2.8e-30	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03054	103.3	4.5e-30	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02570	103.1	5.2e-30	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03757	100.6	2.9e-29	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03115	99.7	5.8e-29	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00174	99.2	7.7e-29	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04230	91.6	1.6e-26	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01558	91.4	1.8e-26	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_04229	91.3	2e-26	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03906	90.6	3.3e-26	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01839	89.7	6.1e-26	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01946	87.9	2.1e-25	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01840	87.3	3.1e-25	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00352	84.3	2.5e-24	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01696	81.3	2e-23	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01559	78.0	2e-22	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00111	73.3	5.5e-21	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00144	73.3	5.5e-21	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03642	70.1	5e-20	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00832	45.6	1.3e-12	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03917	45.0	2e-12	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03882	32.4	1.3e-08	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03176	30.5	5.1e-08	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01934	29.1	1.3e-07	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02897	27.6	3.8e-07	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03122	24.6	3e-06	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00944	23.8	5.2e-06	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01711	23.1	8.9e-06	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00917	22.6	1.2e-05	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_03116	21.6	2.5e-05	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00602	19.8	8.7e-05	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_01586	19.1	0.00014	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_02691	14.6	0.0033	0
EQnative_Rubrobacter_1_SemiBin_66	K02000	BBBDBEJD_00938	11.3	0.033	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00307	455.9	7.1e-137	1
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00112	217.1	1.2e-64	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00306	169.8	2.3e-50	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00305	157.5	1.2e-46	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_04073	108.8	6.4e-32	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00304	98.7	7.7e-29	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03287	85.3	8.2e-25	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03288	69.5	4.9e-20	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_04071	67.6	1.9e-19	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03751	47.6	2.2e-13	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01438	31.0	2.3e-08	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02051	28.0	1.8e-07	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02721	25.6	9.3e-07	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02286	23.1	5.3e-06	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03138	22.0	1.2e-05	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00221	21.8	1.4e-05	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01437	20.7	2.8e-05	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00339	17.7	0.00023	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01251	17.4	0.00029	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00496	17.3	0.0003	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00924	16.9	0.0004	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03689	16.7	0.00046	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01855	15.7	0.00097	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03222	15.6	0.001	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03688	15.6	0.001	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03711	15.5	0.0011	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03338	14.7	0.0019	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01250	14.6	0.002	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03137	14.5	0.0022	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02650	14.0	0.003	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01428	13.9	0.0033	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_04090	13.5	0.0043	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01744	13.2	0.0053	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02617	13.2	0.0053	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_04089	12.7	0.0074	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00073	12.6	0.008	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02029	12.4	0.009	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02346	12.4	0.0091	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02121	12.1	0.012	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02616	11.0	0.024	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00923	10.9	0.027	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02043	10.6	0.032	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01760	10.2	0.044	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02672	10.1	0.047	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03979	9.8	0.058	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03423	9.6	0.067	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02717	8.8	0.12	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02651	8.0	0.2	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02347	7.6	0.26	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03980	6.7	0.5	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00495	6.4	0.62	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02430	6.1	0.77	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03712	5.0	1.6	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02722	4.9	1.7	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03075	4.9	1.8	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_02042	4.2	2.7	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_03667	4.1	3.1	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_04127	3.3	5.3	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_00072	3.1	5.9	0
EQnative_Rubrobacter_1_SemiBin_66	K02001	BBBDBEJD_01427	2.9	6.8	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_00112	321.2	2.8e-96	1
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_00306	276.3	1.1e-82	1
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_00305	275.0	2.7e-82	1
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_00307	218.6	3.3e-65	1
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_00304	196.4	1.8e-58	1
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_03289	44.8	1.4e-12	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_04070	36.1	6e-10	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_03751	32.6	7e-09	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_04071	30.2	3.9e-08	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_03287	29.7	5.5e-08	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_04073	26.5	4.9e-07	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_03288	19.9	5e-05	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_00221	17.6	0.00025	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_02286	14.1	0.0029	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_00880	12.9	0.0068	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_02721	11.2	0.021	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_00339	10.6	0.033	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_01438	9.7	0.062	0
EQnative_Rubrobacter_1_SemiBin_66	K02002	BBBDBEJD_01721	7.5	0.28	0
EQnative_Rubrobacter_1_SemiBin_66	K02779	BBBDBEJD_03864	506.6	2.5e-152	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_01590	462.1	6.9e-139	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_01595	326.9	6.2e-98	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_01041	100.2	3e-29	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_01592	52.4	9.2e-15	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_01591	49.0	1e-13	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_01593	47.0	4e-13	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_00761	36.4	6.4e-10	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_01596	25.8	1.1e-06	0
EQnative_Rubrobacter_1_SemiBin_66	K01226	BBBDBEJD_01594	21.2	2.6e-05	0
EQnative_Rubrobacter_1_SemiBin_66	K03486	BBBDBEJD_01091	122.5	4.8e-36	0
