genome	phylum	n_annotated_proteins	coxL_CO_dehydrogenase	NiFe_hydrogenase_large	rbcL_RuBisCO	psbA_photosystem_II	nifH_nitrogenase	amoA_pmoA_ammonia_monooxygenase	nirK_nirS_nitrite_reductase	nosZ_N2O_reductase	ureC_urease	otsA_otsB_trehalose	treY_treZ_trehalose	ectABC_ectoine	crtB_phytoene_synthase	spo0A_sporulation	phrB_photolyase	uvrA_excision_repair	recA_recombination_repair	katE_katG_catalase	sodA_superoxide_dismutase	dps_DNA_protection
64PRr2_MAGScoT_cleanbin_000012	Actinomycetota	2293	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	True
64PRr2_MAGScoT_cleanbin_000013	Pseudomonadota	4687	True	True	False	False	True	False	True	True	True	True	True	True	True	False	True	True	True	True	True	True
64PRr2_MAGScoT_cleanbin_000014	Actinomycetota	5089	True	True	False	False	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	True
64PRr2_MAGScoT_cleanbin_000017	Pseudomonadota	3310	True	False	False	False	True	False	False	False	True	True	False	False	True	False	True	False	True	True	True	True
64Sr2_MAGScoT_cleanbin_000001	Pseudomonadota	3672	False	False	False	False	False	False	True	False	False	True	True	True	True	False	True	True	True	True	True	True
64Sr2_MAGScoT_cleanbin_000002	Halobacteriota	3538	False	False	True	False	False	False	False	False	False	True	False	True	True	False	False	True	False	True	True	True
64Sr2_MAGScoT_cleanbin_000004	Pseudomonadota	3934	True	False	False	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True
64Sr2_MAGScoT_cleanbin_000005	Pseudomonadota	3292	False	False	False	False	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	True
64Sr2_MAGScoT_cleanbin_000010	Actinomycetota	5018	True	True	True	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	True
6PRr2_MAGScoT_cleanbin_000005	Actinomycetota	2986	False	False	False	False	False	False	True	False	False	True	True	True	False	False	False	True	True	True	True	True
6PRr2_MAGScoT_cleanbin_000006	Actinomycetota	2273	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
7PRr2_MAGScoT_cleanbin_000001	Bacteroidota	3390	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	True	True	True	True	True
7PRr2_MAGScoT_cleanbin_000002	Pseudomonadota	2377	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	True	True	True	True
7PRr2_MAGScoT_cleanbin_000003	Pseudomonadota	4438	True	False	True	False	False	False	True	False	True	True	True	False	True	False	True	True	True	True	True	True
7PRr2_MAGScoT_cleanbin_000007	Pseudomonadota	3246	False	False	True	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	True
7PRr2_MAGScoT_cleanbin_000009	Actinomycetota	2806	False	True	False	False	False	False	True	False	False	True	True	False	True	False	False	False	True	True	False	True
7PRr2_MAGScoT_cleanbin_000010	Acidobacteriota	3899	True	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	True	True
7PRr2_MAGScoT_cleanbin_000012	Myxococcota	5758	False	False	False	False	False	False	True	False	True	True	True	True	True	False	True	True	True	True	True	True
7PRr2_MAGScoT_cleanbin_000023	Actinomycetota	4597	False	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	True
9Sr2_MAGScoT_cleanbin_000001	Halobacteriota	2578	False	False	False	False	False	False	True	True	False	False	False	False	True	False	True	True	False	True	True	True
9Sr2_MAGScoT_cleanbin_000003	Pseudomonadota	3544	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	True	True	True	True	True
F10PRr1_MAGScoT_cleanbin_000001	Pseudomonadota	3819	False	False	False	False	False	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True
F10PRr1_MAGScoT_cleanbin_000002	Bacillota	2830	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	True	True	True	True
F10PRr1_MAGScoT_cleanbin_000003	Pseudomonadota	1987	False	False	False	False	False	False	True	True	False	False	False	False	True	False	False	True	True	False	True	True
F10PRr1_MAGScoT_cleanbin_000005	Halobacteriota	3449	False	False	False	False	False	False	False	False	True	False	False	True	True	False	False	True	False	True	True	True
F10PRr1_MAGScoT_cleanbin_000007	Bacillota	2459	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	True	True	True	False
F12Dr1_MAGScoT_cleanbin_000001	Actinomycetota	3115	False	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
F12PRr3_MAGScoT_cleanbin_000001	Bacteroidota	3380	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	True
F12PRr3_MAGScoT_cleanbin_000002	Bacteroidota	3851	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	True
F12PRr3_MAGScoT_cleanbin_000004	Actinomycetota	2625	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
F12PRr3_MAGScoT_cleanbin_000005	Actinomycetota	6215	False	False	False	False	False	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True
F12PRr3_MAGScoT_cleanbin_000006	Actinomycetota	3024	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	False	False	True	True	True
F12PRr3_MAGScoT_cleanbin_000011	Thermoproteota	1733	False	False	False	False	False	True	True	True	True	False	True	False	False	False	False	True	False	False	True	True
F12PRr3_MAGScoT_cleanbin_000013	Pseudomonadota	3683	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F13Dr1_MAGScoT_cleanbin_000005	Actinomycetota	4768	True	True	False	False	False	False	False	False	False	True	False	True	True	True	False	True	True	True	True	True
F13Dr1_MAGScoT_cleanbin_000006	Thermoplasmatota	2440	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True
F13PRr1_MAGScoT_cleanbin_000001	Pseudomonadota	3506	True	False	False	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	True
F13PRr1_MAGScoT_cleanbin_000014	Actinomycetota	3116	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	False	True	False	True
F13PRr1_MAGScoT_cleanbin_000016	Pseudomonadota	2502	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	False	True	True
F14PRr2_MAGScoT_cleanbin_000001	Actinomycetota	2365	True	False	False	False	False	False	False	False	False	True	False	True	True	False	False	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000002	Actinomycetota	3933	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000003	Actinomycetota	4492	False	False	False	False	False	False	False	False	False	True	False	True	False	False	True	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000005	Pseudomonadota	3141	False	False	True	False	False	False	True	True	True	False	True	True	False	False	False	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000007	Actinomycetota	4282	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000008	Actinomycetota	4410	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000010	Actinomycetota	4216	True	False	True	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000011	Actinomycetota	3884	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000014	Actinomycetota	4061	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	True	True	False	True
F14PRr2_MAGScoT_cleanbin_000015	Actinomycetota	3204	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	False	True
F14PRr2_MAGScoT_cleanbin_000030	Actinomycetota	4256	True	False	False	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	True
F14PRr2_MAGScoT_cleanbin_000044	Actinomycetota	4132	True	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	False	True	False	True
F15Dr3_MAGScoT_cleanbin_000001	Actinomycetota	2378	True	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	False	False
F15Dr3_MAGScoT_cleanbin_000002	Pseudomonadota	2665	False	False	False	False	False	False	False	False	False	True	True	False	True	False	True	True	True	True	True	True
F15Dr3_MAGScoT_cleanbin_000003	Actinomycetota	2847	False	True	True	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	False	False
F15Dr3_MAGScoT_cleanbin_000004	Actinomycetota	1981	False	True	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	False	False	False
F15Dr3_MAGScoT_cleanbin_000005	Actinomycetota	2458	False	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	False	False
F15Dr3_MAGScoT_cleanbin_000006	Actinomycetota	2564	False	True	True	False	False	False	True	False	False	True	True	True	False	False	False	False	True	True	False	False
F15Dr3_MAGScoT_cleanbin_000012	Thermoproteota	1462	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True
F15Sr2_MAGScoT_cleanbin_000002	Actinomycetota	3158	True	False	False	False	False	False	True	False	True	True	True	False	True	True	True	True	True	False	True	False
F15Sr2_MAGScoT_cleanbin_000008	Pseudomonadota	2311	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	False
F15Sr2_MAGScoT_cleanbin_000009	Pseudomonadota	2827	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	False
F15Sr2_MAGScoT_cleanbin_000010	Bacteroidota	2697	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	True	True	True
F17PRr3_MAGScoT_cleanbin_000001	Bacteroidota	3095	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	True
F17PRr3_MAGScoT_cleanbin_000002	Bacteroidota	3509	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	True	True
F17PRr3_MAGScoT_cleanbin_000003	Bacteroidota	3795	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	True
F17PRr3_MAGScoT_cleanbin_000005	Pseudomonadota	2219	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	True	True	True	True	False
F17PRr3_MAGScoT_cleanbin_000006	Actinomycetota	6537	True	False	False	False	False	False	False	False	True	True	False	True	True	False	True	True	True	True	True	True
F17PRr3_MAGScoT_cleanbin_000007	Bacteroidota	3555	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	True
F17PRr3_MAGScoT_cleanbin_000008	Pseudomonadota	2882	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	True
F17PRr3_MAGScoT_cleanbin_000010	Bacteroidota	4187	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	True	True	True	True	True
F17PRr3_MAGScoT_cleanbin_000017	Pseudomonadota	4721	True	False	True	False	False	False	True	True	True	True	True	False	True	False	False	True	True	True	True	False
F19PRr1_MAGScoT_cleanbin_000002	Bacteroidota	5457	True	False	True	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True
F19PRr1_MAGScoT_cleanbin_000003	Actinomycetota	5675	False	False	False	False	False	False	False	False	True	True	True	True	True	True	False	True	True	True	True	True
F1Sr1_MAGScoT_cleanbin_000001	Actinomycetota	2961	False	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	False	False
F1Sr1_MAGScoT_cleanbin_000002	Actinomycetota	2656	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	True	True	False
F1Sr1_MAGScoT_cleanbin_000004	Actinomycetota	3261	True	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	True	False
F1Sr1_MAGScoT_cleanbin_000005	Chloroflexota	4382	True	True	True	False	False	False	True	False	False	True	True	True	True	False	False	True	True	True	True	True
F1Sr1_MAGScoT_cleanbin_000007	Thermoproteota	1734	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	True	True
F21Dr3_MAGScoT_cleanbin_000001	Actinomycetota	4706	False	False	False	False	False	False	False	False	False	True	True	True	True	True	False	True	True	True	False	True
F21Dr3_MAGScoT_cleanbin_000002	Actinomycetota	2654	True	True	True	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	False	False
F21Dr3_MAGScoT_cleanbin_000003	Pseudomonadota	2619	False	True	True	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	True	True
F21Dr3_MAGScoT_cleanbin_000006	Actinomycetota	3810	True	True	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	False
F21PRr1_MAGScoT_cleanbin_000002	Actinomycetota	2843	False	True	False	False	False	False	False	False	False	True	True	False	True	False	True	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000003	Bdellovibrionota	2832	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000004	Pseudomonadota	3303	False	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000005	Actinomycetota	3433	True	False	False	False	False	False	True	False	False	True	True	True	False	False	False	True	True	True	False	False
F21PRr1_MAGScoT_cleanbin_000006	Bdellovibrionota	2841	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000010	Bdellovibrionota	2513	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000011	Actinomycetota	1592	False	True	True	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	False
F21PRr1_MAGScoT_cleanbin_000013	Pseudomonadota	4778	True	False	True	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000014	Actinomycetota	2157	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	False	False	False	False
F21PRr1_MAGScoT_cleanbin_000017	Actinomycetota	3843	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F21PRr1_MAGScoT_cleanbin_000019	Pseudomonadota	3119	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000020	Pseudomonadota	3570	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False	True	True
F21PRr1_MAGScoT_cleanbin_000028	Pseudomonadota	3202	False	False	False	False	False	False	False	False	True	True	True	False	True	True	False	True	True	True	True	False
F21PRr1_MAGScoT_cleanbin_000032	Actinomycetota	2880	True	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	False	False
F21PRr1_MAGScoT_cleanbin_000033	Pseudomonadota	3657	False	False	True	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000034	Pseudomonadota	4197	True	False	False	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	True
F21PRr1_MAGScoT_cleanbin_000039	Pseudomonadota	3430	True	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	False
F21Sr2_MAGScoT_cleanbin_000005	Bacteroidota	3414	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True	True
F21Sr2_MAGScoT_cleanbin_000007	Actinomycetota	2601	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	True	True	True
F21Sr2_MAGScoT_cleanbin_000011	Actinomycetota	2866	False	False	True	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	False
F21Sr2_MAGScoT_cleanbin_000013	Actinomycetota	2659	False	False	False	False	False	False	False	False	False	True	True	False	True	False	True	True	True	True	True	True
F21Sr2_MAGScoT_cleanbin_000016	Actinomycetota	3249	True	False	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	False	False
F21Sr2_MAGScoT_cleanbin_000019	Pseudomonadota	3407	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	True	True	True	True	True
F22PRr2_MAGScoT_cleanbin_000001	Actinomycetota	5176	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	False	True
F22PRr2_MAGScoT_cleanbin_000002	Nitrospirota	3521	False	False	True	False	False	False	True	False	True	False	True	True	True	False	False	True	True	False	True	False
F22PRr2_MAGScoT_cleanbin_000003	Actinomycetota	2172	False	True	True	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	True	False
F22PRr2_MAGScoT_cleanbin_000004	Actinomycetota	2211	True	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	True	False
F22PRr2_MAGScoT_cleanbin_000005	Actinomycetota	2453	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	True	True	False	True	False
F22PRr2_MAGScoT_cleanbin_000006	Actinomycetota	2699	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
F22PRr2_MAGScoT_cleanbin_000008	Thermoplasmatota	2162	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True
F22PRr2_MAGScoT_cleanbin_000010	Chloroflexota	4490	True	True	False	False	False	False	True	False	False	True	True	True	False	False	False	True	True	True	True	True
F22PRr2_MAGScoT_cleanbin_000011	Actinomycetota	2087	False	True	False	False	False	False	True	False	False	True	False	False	False	False	True	True	True	True	True	False
F22PRr2_MAGScoT_cleanbin_000013	Actinomycetota	2322	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
F23PRr1_MAGScoT_cleanbin_000003	Pseudomonadota	2984	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	False
F23PRr1_MAGScoT_cleanbin_000005	Actinomycetota	1976	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	False
F23PRr1_MAGScoT_cleanbin_000006	Chloroflexota	4261	True	False	False	False	False	False	True	False	True	True	True	False	True	True	True	False	True	True	False	True
F23PRr1_MAGScoT_cleanbin_000007	Planctomycetota	4113	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	True	True	False	True	True
F23PRr1_MAGScoT_cleanbin_000010	Planctomycetota	4556	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	False	True	True
F23PRr1_MAGScoT_cleanbin_000042	Pseudomonadota	3142	True	False	True	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	True
F24PRr1_MAGScoT_cleanbin_000003	Chloroflexota	2185	True	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	False	False
F24PRr1_MAGScoT_cleanbin_000004	Actinomycetota	2623	True	False	False	False	False	False	False	False	False	True	True	True	False	False	False	True	True	True	True	False
F24PRr1_MAGScoT_cleanbin_000016	Bacillota	3167	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True
F25Dr2_MAGScoT_cleanbin_000001	Thermoplasmatota	1505	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	True
F25Dr2_MAGScoT_cleanbin_000003	Actinomycetota	3021	False	True	True	False	False	True	True	False	False	True	True	True	False	False	False	True	True	True	True	True
F25Dr2_MAGScoT_cleanbin_000005	Actinomycetota	1840	False	True	True	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	False
F25Dr2_MAGScoT_cleanbin_000007	Actinomycetota	2960	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	False	True
F25Dr2_MAGScoT_cleanbin_000016	Chloroflexota	1570	False	True	False	False	False	False	True	False	False	True	True	True	False	False	False	True	True	True	False	False
F25Dr2_MAGScoT_cleanbin_000024	Actinomycetota	2034	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	True
F25PRr3_MAGScoT_cleanbin_000001	Pseudomonadota	1462	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	True	False	True
F25PRr3_MAGScoT_cleanbin_000002	Bacillota	1764	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False
F25PRr3_MAGScoT_cleanbin_000004	Bdellovibrionota	2563	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	True
F25PRr3_MAGScoT_cleanbin_000008	Actinomycetota	2930	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	False
F25PRr3_MAGScoT_cleanbin_000009	Pseudomonadota	2419	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True	True
F25PRr3_MAGScoT_cleanbin_000012	Bacillota	3417	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	True	False	True	False	True
F25PRr3_MAGScoT_cleanbin_000020	Pseudomonadota	2760	True	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	True
F25Sr1_MAGScoT_cleanbin_000003	Deinococcota	3619	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	True
F25Sr1_MAGScoT_cleanbin_000008	Verrucomicrobiota	3549	True	False	False	False	False	False	True	False	True	True	True	False	True	False	False	True	True	True	True	True
F25Sr1_MAGScoT_cleanbin_000016	Myxococcota	3733	True	False	True	False	False	False	True	False	True	True	True	False	False	True	False	True	True	True	True	True
F26Dr2_MAGScoT_cleanbin_000005	Nitrospirota	2647	False	True	True	False	False	False	True	False	True	False	True	False	True	True	False	True	True	True	True	False
F26PRr1_MAGScoT_cleanbin_000002	Bacteroidota	3642	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	True	True	True	True	False
F26PRr1_MAGScoT_cleanbin_000004	Thermoplasmatota	1540	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True
F26PRr1_MAGScoT_cleanbin_000005	Pseudomonadota	2853	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	False	True	True
F26PRr1_MAGScoT_cleanbin_000006	Acidobacteriota	4504	True	True	False	False	False	False	True	False	False	True	True	True	True	False	False	True	True	True	True	True
F26PRr1_MAGScoT_cleanbin_000010	Pseudomonadota	3277	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F26PRr1_MAGScoT_cleanbin_000011	Actinomycetota	4993	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	True	True
F26PRr1_MAGScoT_cleanbin_000015	Bacteroidota	4748	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	True	True	True	True	True
F26PRr1_MAGScoT_cleanbin_000017	Actinomycetota	3018	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	True	False	False
F26PRr1_MAGScoT_cleanbin_000022	Pseudomonadota	3284	False	False	True	False	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	True
F26PRr1_MAGScoT_cleanbin_000023	Planctomycetota	4003	True	False	False	False	False	False	True	False	False	False	True	False	True	False	False	True	True	False	True	True
F26PRr1_MAGScoT_cleanbin_000025	Pseudomonadota	3535	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
F27Dr1_MAGScoT_cleanbin_000003	Pseudomonadota	3177	False	False	True	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	True	False
F27Dr1_MAGScoT_cleanbin_000004	Gemmatimonadota	4683	False	True	False	False	False	False	True	False	True	True	True	False	True	False	False	True	True	False	True	False
F27Dr1_MAGScoT_cleanbin_000006	Actinomycetota	3142	True	True	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	False
F27Dr1_MAGScoT_cleanbin_000007	Pseudomonadota	3064	True	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	True
F27Dr1_MAGScoT_cleanbin_000008	Actinomycetota	2243	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	False
F27Dr1_MAGScoT_cleanbin_000009	Actinomycetota	1929	False	True	True	False	False	False	False	False	True	True	True	False	True	False	False	False	True	False	False	False
F27Dr1_MAGScoT_cleanbin_000010	Pseudomonadota	4948	True	True	False	False	False	False	True	False	True	True	True	True	True	False	False	False	True	False	True	True
F27Dr1_MAGScoT_cleanbin_000011	Gemmatimonadota	3225	False	True	True	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	True	True
F27Dr1_MAGScoT_cleanbin_000012	Actinomycetota	5289	True	False	False	False	False	True	False	False	True	True	True	True	False	False	False	True	True	True	False	False
F27Dr1_MAGScoT_cleanbin_000013	Actinomycetota	2347	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	False	False
F27Dr1_MAGScoT_cleanbin_000016	Actinomycetota	2864	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	True	True	False	True	False
F27Dr1_MAGScoT_cleanbin_000017	Actinomycetota	2356	False	True	True	False	False	False	True	False	False	True	True	False	False	False	True	True	False	False	True	False
F27Dr1_MAGScoT_cleanbin_000019	Actinomycetota	3016	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
F27Dr1_MAGScoT_cleanbin_000020	Actinomycetota	2832	True	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	False	False
F27Dr1_MAGScoT_cleanbin_000021	Actinomycetota	3026	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	True	True	True	True	False
F27Dr1_MAGScoT_cleanbin_000024	Actinomycetota	8175	True	False	True	False	False	False	True	False	True	True	True	True	True	False	False	True	True	True	True	True
F27Dr1_MAGScoT_cleanbin_000027	Planctomycetota	5737	False	True	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False	True	True
F27Dr1_MAGScoT_cleanbin_000029	Actinomycetota	2939	False	True	False	False	False	False	True	False	False	True	True	True	False	True	False	True	True	False	True	False
F27PRr2_MAGScoT_cleanbin_000002	Bacillota	2309	False	False	False	False	False	False	False	False	False	False	False	True	True	True	True	True	True	True	True	True
F27PRr2_MAGScoT_cleanbin_000003	Bacillota	2559	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True
F27Sr1_MAGScoT_cleanbin_000001	Bacillota	1694	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	True
F27Sr1_MAGScoT_cleanbin_000003	Bdellovibrionota	2702	False	False	False	False	False	False	False	False	False	False	False	True	True	False	True	True	True	True	True	True
F27Sr1_MAGScoT_cleanbin_000008	Pseudomonadota	3568	False	False	False	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	False
F28Dr1_MAGScoT_cleanbin_000001	Chloroflexota	3676	True	True	False	False	False	False	True	False	False	True	True	False	True	False	False	True	True	True	True	True
F28Dr1_MAGScoT_cleanbin_000010	Thermoplasmatota	1607	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True
F28Dr1_MAGScoT_cleanbin_000014	Actinomycetota	2841	True	True	True	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	False	False
F28Dr1_MAGScoT_cleanbin_000019	Actinomycetota	3358	True	True	True	False	False	False	True	True	False	True	True	False	False	False	False	True	True	True	False	True
F28PRr2_MAGScoT_cleanbin_000001	Bacteroidota	3571	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True	True
F28PRr2_MAGScoT_cleanbin_000002	Actinomycetota	2745	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True
F28PRr2_MAGScoT_cleanbin_000003	Pseudomonadota	2700	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	True
F28PRr2_MAGScoT_cleanbin_000004	Pseudomonadota	3592	True	False	True	False	False	False	True	True	True	True	True	True	False	False	False	True	True	True	True	True
F28PRr2_MAGScoT_cleanbin_000005	Pseudomonadota	4027	True	False	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	False
F28PRr2_MAGScoT_cleanbin_000006	Actinomycetota	2355	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	True	True	True	True
